Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons
201312,78721,Residential,13275100
201312,78721,Irrigation - Multi-Family,600
201312,78721,Multi-Family,4697800
201312,78722,Irrigation - Multi-Family,
201312,78722,Multi-Family,2329300
201312,78722,Residential,7790300
201312,78723,Multi-Family,21426000
201312,78723,Residential,30837000
201312,78723,Irrigation - Multi-Family,58400
201312,78724,Irrigation - Multi-Family,219300
201312,78724,Irrigation - Residential,13400
201312,78724,Residential,18384200
201312,78724,Multi-Family,12139200
201312,78725,Multi-Family,309800
201312,78725,Residential,1896400
201312,78726,Irrigation - Multi-Family,1483100
201312,78726,Multi-Family,11374200
201312,78726,Residential,12336500
201312,78726,Irrigation - Residential,2800
201312,78727,Residential,30860800
201312,78727,Irrigation - Multi-Family,1441000
201312,78727,Multi-Family,20258800
201312,78727,Irrigation - Residential,100
201312,78728,Irrigation - Multi-Family,460600
201312,78728,Multi-Family,7362400
201312,78728,Residential,3699600
201312,78729,Residential,18769000
201312,78729,Irrigation - Residential,10200
201312,78729,Irrigation - Multi-Family,1321600
201312,78729,Multi-Family,20946500
201312,78730,Irrigation - Multi-Family,157100
201312,78730,Residential,8818600
201312,78730,Multi-Family,4194900
201312,78730,Irrigation - Residential,48200
201312,78731,Multi-Family,18278400
201312,78731,Irrigation - Multi-Family,355600
201312,78731,Residential,45842900
201312,78731,Irrigation - Residential,251700
201312,78732,Residential,4200
201312,78733,Residential,25600
201312,78735,Irrigation - Multi-Family,740700
201312,78735,Residential,14884400
201312,78735,Multi-Family,8488900
201312,78736,Residential,9661700
201312,78736,Irrigation - Multi-Family,230100
201312,78736,Multi-Family,2142600
201312,78736,Irrigation - Residential,4500
201312,78737,Irrigation - Residential,3500
201312,78737,Residential,4978200
201312,78738,Residential,9100
201312,78739,Irrigation - Residential,700
201312,78739,Residential,31577900
201312,78741,Multi-Family,78094000
201312,78741,Irrigation - Multi-Family,1467700
201312,78741,Irrigation - Residential,7000
201312,78741,Residential,17502500
201312,78742,Multi-Family,852900
201312,78742,Residential,552400
201312,78744,Multi-Family,24139500
201312,78744,Residential,46563600
201312,78744,Irrigation - Multi-Family,1018500
201312,78744,Irrigation - Residential,1600
201312,78745,Irrigation - Multi-Family,1176200
201312,78745,Multi-Family,28654800
201312,78745,Irrigation - Residential,21000
201312,78745,Residential,65327600
201312,78746,Irrigation - Residential,292300
201312,78746,Multi-Family,10540300
201312,78746,Residential,22327900
201312,78746,Irrigation - Multi-Family,489500
201312,78747,Multi-Family,6863400
201312,78747,Irrigation - Residential,800
201312,78747,Residential,19165600
201312,78747,Irrigation - Multi-Family,619600
201312,78748,Irrigation - Residential,11900
201312,78748,Residential,58220200
201312,78748,Irrigation - Multi-Family,2046600
201312,78748,Multi-Family,17270000
201312,78749,Multi-Family,17348000
201312,78749,Residential,48701200
201312,78749,Irrigation - Multi-Family,1983600
201312,78749,Irrigation - Residential,3100
201312,78750,Multi-Family,14799900
201312,78750,Irrigation - Residential,300
201312,78750,Irrigation - Multi-Family,1166000
201312,78750,Residential,39951400
201312,78751,Irrigation - Multi-Family,418500
201312,78751,Multi-Family,11619100
201312,78751,Irrigation - Residential,41900
201312,78751,Residential,14433600
201312,78752,Multi-Family,17364400
201312,78752,Irrigation - Multi-Family,25000
201312,78752,Residential,11321700
201312,78753,Irrigation - Multi-Family,1655900
201312,78753,Multi-Family,46112600
201312,78753,Irrigation - Residential,1700
201312,78753,Residential,35968600
201312,78754,Irrigation - Multi-Family,1097300
201312,78754,Multi-Family,13643500
201312,78754,Residential,17287100
201312,78754,Irrigation - Residential,5700
201312,78756,Residential,9507700
201312,78756,Multi-Family,6178100
201312,78756,Irrigation - Residential,14300
201312,78756,Irrigation - Multi-Family,49300
201312,78757,Multi-Family,15096300
201312,78757,Residential,27794900
201312,78757,Irrigation - Multi-Family,183400
201312,78757,Irrigation - Residential,23700
201312,78758,Irrigation - Multi-Family,1198400
201312,78758,Irrigation - Residential,11000
201312,78758,Residential,36821200
201312,78758,Multi-Family,48031100
201312,78759,Residential,48459600
201312,78759,Irrigation - Multi-Family,190300
201312,78759,Irrigation - Residential,37100
201312,78759,Multi-Family,31153200
201401,78613,Irrigation - Multi-Family,478900
201401,78613,Multi-Family,340400
201401,78617,Irrigation - Residential,4200
201401,78617,Multi-Family,2924000
201401,78617,Residential,21659800
201401,78652,Irrigation - Residential,63500
201401,78652,Residential,742600
201401,78652,Multi-Family,13700
201401,78653,Residential,2268700
201401,78653,Multi-Family,155300
201401,78660,Irrigation - Multi-Family,6000
201401,78660,Irrigation - Residential,10100
201401,78660,Residential,7891300
201401,78660,Multi-Family,4057100
201401,78701,Irrigation - Multi-Family,293900
201401,78701,Multi-Family,12128100
201401,78701,Residential,895300
201401,78702,Multi-Family,10808000
201401,78702,Irrigation - Multi-Family,821900
201401,78702,Irrigation - Residential,8700
201401,78702,Residential,27607100
201401,78703,Irrigation - Residential,534400
201401,78703,Irrigation - Multi-Family,314200
201401,78703,Multi-Family,13626400
201401,78703,Residential,40862400
201401,78704,Irrigation - Residential,81700
201401,78704,Multi-Family,47442500
201401,78704,Residential,43305200
201401,78704,Irrigation - Multi-Family,827100
201401,78705,Irrigation - Residential,29300
201401,78705,Residential,8527000
201401,78705,Irrigation - Multi-Family,303800
201401,78705,Multi-Family,27469600
201401,78717,Irrigation - Residential,2900
201401,78717,Residential,25548000
201401,78717,Irrigation - Multi-Family,1122100
201401,78717,Multi-Family,9344400
201401,78719,Multi-Family,641900
201401,78719,Residential,1613200
201401,78721,Multi-Family,5865800
201401,78721,Irrigation - Multi-Family,
201401,78721,Residential,15903600
201401,78721,Irrigation - Residential,1000
201401,78722,Residential,7938300
201401,78722,Multi-Family,2476600
201401,78722,Irrigation - Multi-Family,9200
201401,78723,Irrigation - Multi-Family,70300
201401,78723,Residential,33165100
201401,78723,Multi-Family,23286700
201401,78724,Multi-Family,13421800
201401,78724,Irrigation - Multi-Family,203700
201401,78724,Irrigation - Residential,15600
201401,78724,Residential,21962600
201401,78725,Multi-Family,324800
201401,78725,Residential,2254100
201401,78726,Irrigation - Multi-Family,1434000
201401,78726,Multi-Family,12751300
201401,78726,Residential,13533900
201401,78726,Irrigation - Residential,2300
201401,78727,Irrigation - Residential,
201401,78727,Multi-Family,22582800
201401,78727,Irrigation - Multi-Family,1151800
201401,78727,Residential,34416000
201401,78728,Irrigation - Multi-Family,218400
201401,78728,Multi-Family,8725800
201401,78728,Residential,4189100
201401,78729,Irrigation - Residential,8300
201401,78729,Multi-Family,21916100
201401,78729,Irrigation - Multi-Family,472700
201401,78729,Residential,19879200
201401,78730,Residential,9334700
201401,78730,Irrigation - Multi-Family,182300
201401,78730,Multi-Family,4550000
201401,78730,Irrigation - Residential,104800
201401,78731,Irrigation - Multi-Family,135200
201401,78731,Multi-Family,19814000
201401,78731,Residential,49889100
201401,78731,Irrigation - Residential,299900
201401,78732,Residential,4800
201401,78733,Residential,28100
201401,78735,Residential,15885500
201401,78735,Irrigation - Multi-Family,466900
201401,78735,Multi-Family,9595000
201401,78736,Residential,11026400
201401,78736,Irrigation - Residential,9900
201401,78736,Multi-Family,2269400
201401,78736,Irrigation - Multi-Family,660200
201401,78737,Irrigation - Residential,3500
201401,78737,Residential,5177900
201401,78738,Residential,8500
201401,78739,Irrigation - Residential,
201401,78739,Residential,32284500
201401,78741,Irrigation - Residential,4400
201401,78741,Residential,18634000
201401,78741,Multi-Family,88851400
201401,78741,Irrigation - Multi-Family,1664500
201401,78742,Residential,778100
201401,78742,Multi-Family,886700
201401,78744,Irrigation - Multi-Family,1071600
201401,78744,Residential,49903900
201401,78744,Multi-Family,26531300
201401,78744,Irrigation - Residential,800
201401,78745,Multi-Family,31359400
201401,78745,Irrigation - Multi-Family,1112400
201401,78745,Irrigation - Residential,25600
201401,78745,Residential,73074100
201401,78746,Irrigation - Multi-Family,285900
201401,78746,Residential,22602800
201401,78746,Multi-Family,11891000
201401,78746,Irrigation - Residential,220500
201401,78747,Residential,21098000
201401,78747,Irrigation - Multi-Family,386000
201401,78747,Multi-Family,7185100
201401,78747,Irrigation - Residential,800
201401,78748,Irrigation - Residential,7900
201401,78748,Residential,61269000
201401,78748,Irrigation - Multi-Family,2274600
201401,78748,Multi-Family,18601300
201401,78749,Irrigation - Multi-Family,1801100
201401,78749,Irrigation - Residential,3300
201401,78749,Multi-Family,20268300
201401,78749,Residential,53301700
201401,78750,Residential,42838100
201401,78750,Irrigation - Multi-Family,516800
201401,78750,Irrigation - Residential,100
201401,78750,Multi-Family,15503200
201401,78751,Residential,15663600
201401,78751,Multi-Family,11745900
201401,78751,Irrigation - Residential,51400
201401,78751,Irrigation - Multi-Family,203000
201401,78752,Residential,12550500
201401,78752,Irrigation - Multi-Family,13500
201401,78752,Multi-Family,19887800
201401,78753,Residential,42359400
201401,78753,Irrigation - Multi-Family,1774800
201401,78753,Multi-Family,53908900
201401,78753,Irrigation - Residential,1700
201401,78754,Irrigation - Residential,26200
201401,78754,Multi-Family,15854800
201401,78754,Residential,20022000
201401,78754,Irrigation - Multi-Family,795900
201401,78756,Irrigation - Residential,46800
201401,78756,Irrigation - Multi-Family,58700
201401,78756,Residential,9780400
201401,78756,Multi-Family,7145100
201401,78757,Irrigation - Residential,38700
201401,78757,Residential,30406000
201401,78757,Multi-Family,15681300
201401,78757,Irrigation - Multi-Family,130700
201401,78758,Irrigation - Multi-Family,1373400
201401,78758,Irrigation - Residential,10300
201401,78758,Multi-Family,56282100
201401,78758,Residential,40725200
201401,78759,Irrigation - Residential,60300
201401,78759,Irrigation - Multi-Family,275900
201401,78759,Multi-Family,34315700
201401,78759,Residential,51999300
201402,78613,Multi-Family,288900
201402,78613,Irrigation - Multi-Family,473000
201402,78617,Irrigation - Residential,3300
201402,78617,Multi-Family,2766600
201402,78617,Residential,18232600
201402,78652,Multi-Family,13400
201402,78652,Residential,612200
201402,78652,Irrigation - Residential,53900
201402,78653,Residential,1555900
201402,78653,Multi-Family,124400
201402,78660,Residential,6628300
201402,78660,Irrigation - Multi-Family,96900
201402,78660,Multi-Family,2954900
201402,78660,Irrigation - Residential,7900
201402,78701,Residential,897500
201402,78701,Multi-Family,12686900
201402,78701,Irrigation - Multi-Family,329000
201402,78702,Multi-Family,8791100
201402,78702,Irrigation - Residential,12000
201402,78702,Residential,23531000
201402,78702,Irrigation - Multi-Family,552500
201402,78703,Irrigation - Residential,464600
201402,78703,Residential,37380500
201402,78703,Irrigation - Multi-Family,282400
201402,78703,Multi-Family,12542200
201402,78704,Irrigation - Residential,96800
201402,78704,Irrigation - Multi-Family,806200
201402,78704,Multi-Family,44951300
201402,78704,Residential,38039200
201402,78705,Irrigation - Residential,28100
201402,78705,Irrigation - Multi-Family,279700
201402,78705,Residential,8684300
201402,78705,Multi-Family,34263400
201402,78717,Irrigation - Multi-Family,873700
201402,78717,Residential,19582300
201402,78717,Multi-Family,8061700
201402,78717,Irrigation - Residential,2800
201402,78719,Multi-Family,429700
201402,78719,Residential,1504800
201402,78721,Multi-Family,5068800
201402,78721,Irrigation - Multi-Family,100
201402,78721,Irrigation - Residential,400
201402,78721,Residential,12497200
201402,78722,Multi-Family,2456500
201402,78722,Irrigation - Multi-Family,4500
201402,78722,Residential,7595900
201402,78723,Residential,29471800
201402,78723,Multi-Family,20686500
201402,78723,Irrigation - Multi-Family,17500
201402,78724,Multi-Family,11150800
201402,78724,Irrigation - Residential,12500
201402,78724,Irrigation - Multi-Family,99100
201402,78724,Residential,17512000
201402,78725,Multi-Family,248100
201402,78725,Residential,2007300
201402,78726,Multi-Family,10134100
201402,78726,Irrigation - Multi-Family,1278500
201402,78726,Residential,11052800
201402,78726,Irrigation - Residential,1700
201402,78727,Irrigation - Multi-Family,1176800
201402,78727,Residential,29448700
201402,78727,Irrigation - Residential,700
201402,78727,Multi-Family,18563000
201402,78728,Residential,3526400
201402,78728,Multi-Family,6601300
201402,78728,Irrigation - Multi-Family,178100
201402,78729,Irrigation - Multi-Family,799900
201402,78729,Irrigation - Residential,9700
201402,78729,Multi-Family,19064800
201402,78729,Residential,17499300
201402,78730,Irrigation - Multi-Family,112700
201402,78730,Multi-Family,3874100
201402,78730,Residential,8209000
201402,78730,Irrigation - Residential,45300
201402,78731,Multi-Family,16854800
201402,78731,Residential,42880600
201402,78731,Irrigation - Residential,226000
201402,78731,Irrigation - Multi-Family,86200
201402,78732,Residential,4800
201402,78733,Residential,18400
201402,78735,Irrigation - Multi-Family,245300
201402,78735,Residential,13677500
201402,78735,Multi-Family,8358100
201402,78736,Irrigation - Multi-Family,179500
201402,78736,Residential,9707400
201402,78736,Irrigation - Residential,29900
201402,78736,Multi-Family,2048400
201402,78737,Irrigation - Residential,3100
201402,78737,Residential,4506800
201402,78738,Residential,7600
201402,78739,Residential,29002200
201402,78739,Irrigation - Residential,900
201402,78741,Irrigation - Multi-Family,813200
201402,78741,Multi-Family,78583400
201402,78741,Irrigation - Residential,4500
201402,78741,Residential,16752000
201402,78742,Residential,638300
201402,78742,Multi-Family,696800
